chr11	.	.	57515444	57515781	.	-	.	SLC43A1	s	0.9980708497097879	0.4412971973239194	2	3	False	False	True
chr_	.	.	99571688	99572159	.	strand_	.	ZNF655	t	0.9999999998465781	-0.5789508868303589	4	5	False	False	True
chr_	.	.	99560533	99560695	.	strand_	.	ZNF655	s	0.9845427107880088	-0.3085248421533114	6	7	False	False	True
chr19	.	.	55675971	55676054	.	+	.	EPN1	s	0.9678898570804679	-0.5155340897868421	2	3	False	False	True
chr3	.	.	38010131	38010275	.	-	.	PLCD1	s	0.9513212057716312	-0.310252005195652	2	3	False	False	True
chr3	.	.	38020188	38020352	.	-	.	PLCD1	t	0.9952922711610299	-0.4961801874752708	3	3	True	False	True
chr1	.	.	193017724	193018820	.	-	.	UCHL5	t	0.9998153059961462	-0.49126589566390766	2	3	False	False	True
chr1	.	.	193021097	193021195	.	-	.	UCHL5	s	0.9728582941730874	0.2892214679520346	4	4	False	True	True
chr12	.	.	110011991	110012137	.	+	.	ANKRD13A	t	0.9918458065668888	0.33677140972997166	3	3	False	True	True
chr11	.	.	8098758	8098875	.	+	.	TUB	s	0.9999999999921715	-0.8879140743113302	1	2	False	False	False
chr11	.	.	8095498	8095665	.	+	.	TUB	t	0.9999999999999108	-0.9527516385972237	2	3	False	False	True
chr11	.	.	8097714	8097826	.	+	.	TUB	s	0.9999999359039815	-0.7777484412435183	1	2	False	False	False
chr11	.	.	8096685	8096806	.	+	.	TUB	s	0.9999999994726153	-0.8863233764954062	1	2	False	False	False
chr11	.	.	8094046	8094189	.	+	.	TUB	s	0.9999999999999132	-0.953797066179751	2	3	False	False	True
chr11	.	.	8100503	8100601	.	+	.	TUB	s	0.9999997946891823	-0.8554454405197017	1	2	False	False	False
chr11	.	.	8097228	8097425	.	+	.	TUB	s	0.9999999999999835	-0.94107492573387	1	2	False	False	False
chr11	.	.	8100826	8100997	.	+	.	TUB	s	0.9999999458548148	-0.766593830704476	3	2	False	True	False
chr5	.	.	38952196	38952425	.	-	.	RICTOR	s	0.9999999469879823	0.429204099172263	1	2	False	False	False
chr5	.	.	38953461	38953553	.	-	.	RICTOR	s	0.9996621684842203	-0.379216020847024	1	2	False	False	False
chr17	.	.	76738282	76738448	.	+	.	MFSD11	t	0.982875271256748	0.2987656443368859	8	5	True	False	True
chr17	.	.	76737629	76737998	.	+	.	MFSD11	s	0.9999999994094612	-0.5858958708187207	4	2	True	False	False
chr12	.	.	124495147	124495368	.	-	.	NCOR2	t	0.9820072716763473	0.3334110301078349	2	3	False	False	True
chr12	.	.	124326180	124326370	.	-	.	NCOR2	t	1.0	0.883414073705681	4	4	True	False	True
chr12	.	.	124330845	124330898	.	-	.	NCOR2	s	0.9911431634300827	0.29750725923620486	2	3	False	False	True
chr20	.	.	21244245	21244520	.	+	.	KIZ	s	0.9999999999998122	0.5018627236279543	3	4	True	False	True
chr20	.	.	21246479	21246622	.	+	.	KIZ	t	0.999981599036007	0.4247213622435056	3	4	False	False	True
chr14	.	.	77299455	77299561	.	-	.	POMT2	t	0.9797449768735035	0.4870875571179226	3	4	False	False	True
chr2	.	.	127764828	127764979	.	-	.	WDR33	s	0.9957993115706499	-0.3236826264501244	1	2	False	False	False
chr4	.	.	82422564	82424883	.	-	.	HNRNPDL	t	0.9999999917905067	0.33133310511320424	3	4	False	False	True
chr4	.	.	82426037	82426129	.	-	.	HNRNPDL	s	0.9999999998665051	0.33907117638669093	3	4	False	False	True
chr1	.	.	3496655	3496783	.	-	.	MEGF6	t	0.9632019582742395	-0.37563323320439945	2	3	False	False	True
chr1	.	.	3499588	3499716	.	-	.	MEGF6	s	0.9970827559467678	0.563188777080253	2	3	False	False	True
chr1	.	.	3524124	3524246	.	-	.	MEGF6	t	0.9999999994297988	0.8216209464942712	3	4	False	False	True
chr1	.	.	3498698	3498826	.	-	.	MEGF6	t	0.994287710647827	-0.5354978869777931	2	3	False	False	True
chr1	.	.	3510783	3510902	.	-	.	MEGF6	t	0.9953985835209164	-0.4757500131691951	2	3	False	False	True
chr3	.	.	63898399	63898497	.	+	.	ATXN7	t	0.9540181429418565	-0.5090100843303242	2	3	False	False	True
chr3	.	.	63979915	63980167	.	+	.	ATXN7	t	0.9999999937490427	0.46694743245617026	3	3	False	True	True
chr6	.	.	143857303	143857583	.	+	.	LTV1	s	0.9979186128856934	0.3225844073584978	2	2	True	False	False
chr2	.	.	20282947	20283231	.	-	.	PUM2	s	1.0	-0.5807099172628805	2	3	False	False	True
chr2	.	.	20268860	20278301	.	-	.	PUM2	t	0.9999997038492888	-0.7218055245745411	1	2	False	False	False
chr2	.	.	20263193	20263460	.	-	.	PUM2	t	1.0	-0.48226547520698243	5	5	False	True	True
chr2	.	.	20278318	20278457	.	-	.	PUM2	s	0.9933376397479632	-0.5701410041028123	1	2	False	False	False
chr11	.	.	113364835	113365060	.	+	.	TTC12	s	0.9995732622694805	0.5692015370959828	2	3	False	False	True
chr11	.	.	113316243	113316315	.	+	.	TTC12	t	0.9972750708898822	-0.5569695447165722	5	4	True	False	True
chr11	.	.	47731374	47731561	.	-	.	FNBP4	t	0.9999984204378245	0.3777052425390968	2	3	False	False	True
chr11	.	.	47725737	47725836	.	-	.	FNBP4	t	0.9902421334531484	-0.2891874854546328	2	2	False	True	False
chr11	.	.	47732537	47732670	.	-	.	FNBP4	s	0.9999613176743157	0.3868842743304374	2	3	False	False	True
chr12	.	.	71872070	71872168	.	+	.	TBC1D15	t	0.9686982980301818	-0.34454764938969906	6	7	False	False	True
chr14	.	.	64449106	64449638	.	-	.	ZBTB25	t	0.9999999999999656	0.8485765208568222	3	4	False	True	True
chr11	.	.	59144538	59144900	.	+	.	FAM111A	s	0.9999999388541108	-0.5473532312861144	5	3	True	True	True
chr11	.	.	59145827	59145856	.	+	.	FAM111A	t	0.9636195542974053	-0.29955704229759067	7	6	True	False	True
chr10	.	.	91836796	91836884	.	+	.	TNKS2	s	0.9924423346150135	-0.4874548824852556	1	2	False	False	False
chr5	.	.	131709201	131709272	.	-	.	FNIP1	t	1.0	-0.9124479488416631	2	3	False	False	True
chr5	.	.	131716565	131716656	.	-	.	FNIP1	s	1.0	-0.9644003931845999	2	3	False	False	True
chr12	.	.	62314790	62314916	.	+	.	USP15	t	0.9977836501784239	0.3136494908956212	2	3	False	False	True
chr12	.	.	62355331	62355475	.	+	.	USP15	s	0.9837684478344763	-0.3106388071700754	4	5	False	False	True
chr6	.	.	73480675	73480805	.	+	.	MTO1	s	0.9880712638968352	0.3268190870839809	5	4	False	True	True
chr17	.	.	37576341	37576418	.	-	.	SYNRG	t	0.9677060243175726	0.28886004516668884	3	4	False	False	True
chr1	.	.	100268074	100268295	.	+	.	RTCA	t	0.9710944258263232	0.2957821009683122	6	4	False	True	True
chr1	.	.	100267500	100267538	.	+	.	RTCA	t	0.9949715806907238	-0.4762235095609715	1	2	False	False	False
chr1	.	.	35441047	35441138	.	-	.	KIAA0319L	t	0.9999211478618381	0.3632418731528751	2	3	False	False	True
chr1	.	.	35433490	35435081	.	-	.	KIAA0319L	t	0.9968762006946096	0.3150394512039024	2	3	False	False	True
chr1	.	.	35442906	35443028	.	-	.	KIAA0319L	s	0.9999973700921811	0.4310326432357225	2	3	False	False	True
chr3	.	.	108605335	108605438	.	+	.	DZIP3	t	0.9999999999999697	0.5878851530427845	7	6	True	False	True
chr10	.	.	68075144	68075324	.	-	.	HERC4	s	0.9998912964356541	0.364956525544608	1	2	False	False	False
chr10	.	.	68073657	68074193	.	-	.	HERC4	t	0.9513792356934393	-0.2786043191915542	3	4	False	False	True
chrX	.	.	47197038	47198355	.	+	.	UBA1	s	1.0	0.617095544552956	2	2	True	False	False
chr19	.	.	21819095	21819221	.	-	.	ZNF43	t	0.9654369662137195	-0.36385168867932816	8	8	True	False	True
chr19	.	.	21851905	21852095	.	-	.	ZNF43	s	0.9646705081342286	0.3458895942169179	6	6	False	True	True
chr15	.	.	89316320	89316827	.	-	.	POLG	t	0.9999995222173579	-0.3922137385804366	2	3	False	False	True
chr9	.	.	131473508	131473724	.	+	.	PRRC2B	s	0.9991614355325293	0.35195287776416884	2	3	False	False	True
chr13	.	.	24302594	24307069	.	+	.	SPATA13	t	0.991206058699016	-0.29078479524122103	4	3	False	True	True
chr20	.	.	49094732	49094963	.	+	.	CSE1L	t	0.9999866211454653	0.374887724929738	2	3	False	False	True
chr20	.	.	49094140	49094286	.	+	.	CSE1L	s	0.998234804660378	0.33434336784879853	2	3	False	False	True
chr6	.	.	33423477	33423598	.	+	.	SYNGAP1	t	0.9996849481460734	-0.5062013172276711	3	4	False	False	True
chr6	.	.	33448941	33449095	.	+	.	SYNGAP1	s	0.99999998421262	-0.8219546211990623	1	2	False	False	False
chr6	.	.	33448789	33448868	.	+	.	SYNGAP1	s	0.9999928863267725	-0.4671849284342295	3	4	True	False	True
chr6	.	.	33432161	33432252	.	+	.	SYNGAP1	t	0.999933558438089	-0.426968613335686	5	6	False	False	True
chr22	.	.	41284763	41285153	.	-	.	RANGAP1	s	0.9955639197612028	-0.44470103441710285	4	3	True	False	True
chr22	.	.	41285363	41285937	.	-	.	RANGAP1	s	0.9999999975696503	-0.6371237044721121	5	3	True	True	True
chr9	.	.	136447227	136447364	.	-	.	SEC16A	s	0.9969352318233153	0.32809013018233824	3	2	False	True	False
chr_	.	.	35658930	35659014	.	strand_	.	CPNE1	s	1.0	-0.8587847734578189	1	2	False	False	False
chr22	.	.	45330603	45330756	.	+	.	FAM118A	t	0.9991453415996502	-0.3881154721606248	3	3	True	False	True
chr1	.	.	234374230	234374389	.	+	.	COA6	t	0.9977689911889601	0.3432367428431079	3	3	True	False	True
chr15	.	.	88881357	88881725	.	-	.	HAPLN3	s	0.9994330734572364	0.5141294230429979	4	5	False	False	True
chr15	.	.	88878967	88879269	.	-	.	HAPLN3	t	0.9996831537969764	0.5301136639874662	3	3	True	False	True
chrX	.	.	96684842	96685190	.	+	.	DIAPH2	s	0.9999996555788215	0.5669550888591337	2	3	False	False	True
chrX	.	.	97348081	97348280	.	+	.	DIAPH2	t	1.0	-0.6710004144096657	8	6	True	True	True
chrX	.	.	96738586	96738762	.	+	.	DIAPH2	t	0.9999999999975129	-0.6437516120421181	2	3	False	False	True
chr1	.	.	116031366	116031581	.	+	.	SLC22A15	s	0.9991445993213943	0.711109444702983	4	3	False	True	True
chr19	.	.	47679321	47681276	.	+	.	BICRA	s	1.0	-0.859529891469049	4	4	False	True	True
chr19	.	.	47608196	47608282	.	+	.	BICRA	s	0.9710645327041504	-0.5155902779253595	1	2	False	False	False
chr19	.	.	47694115	47694726	.	+	.	BICRA	t	1.0	0.7509152702950453	4	3	False	True	True
chr_	.	.	140436104	140436257	.	strand_	.	ANKHD1-EIF4EBP3	s	0.9691854207052779	0.2965781628711234	2	2	False	True	False
chr_	.	.	140538919	140539083	.	strand_	.	ANKHD1-EIF4EBP3	s	0.9990921797269969	0.38769738457225467	1	2	False	False	False
chr4	.	.	48595897	48596000	.	-	.	FRYL	t	0.999999999999994	0.8510255781005617	2	3	False	False	True
chr4	.	.	48602020	48602121	.	-	.	FRYL	s	1.0	0.8648747934228437	2	3	False	False	True
chr2	.	.	96636921	96637185	.	-	.	KANSL3	t	0.9835328539196053	0.3966479336368622	5	4	True	False	True
chr13	.	.	72744981	72745207	.	+	.	BORA	s	0.996457865360635	-0.3532737521540983	1	2	False	False	False
chr13	.	.	72737962	72738043	.	+	.	BORA	t	0.995639106661075	0.359323452381302	3	4	False	False	True
chr13	.	.	72728926	72729093	.	+	.	BORA	s	0.9970901277802378	0.3866218719244178	3	4	False	False	True
chr1	.	.	11029687	11030528	.	+	.	TARDBP	t	0.9999999999999999	0.8185856363587136	2	3	False	False	True
chr2	.	.	61536710	61537206	.	-	.	XPO1	s	0.9999960530970493	-0.6563705110376474	3	2	True	False	False
chr2	.	.	61534558	61534678	.	-	.	XPO1	t	0.9867967410691887	-0.4157595558137055	2	2	False	True	False
chr12	.	.	56478183	56478262	.	-	.	GLS2	s	0.996506613131546	0.4780129105691354	1	2	False	False	False
chr6	.	.	84171606	84171718	.	-	.	CEP162	s	0.9934360651085087	0.39263413863429447	4	3	False	True	True
chr_	.	.	145955187	145955354	.	strand_	.	SHPRH	s	0.9990723183921487	-0.3776204710416138	1	2	False	False	False
chr2	.	.	174422885	174423047	.	+	.	SCRN3	t	0.9999999977773221	-0.6289631076950687	2	3	False	False	True
chr5	.	.	50667085	50667186	.	+	.	PARP8	t	0.9999996301995409	-0.33134021910231926	3	4	False	False	True
chr5	.	.	50665831	50666069	.	+	.	PARP8	s	0.9999999994247886	0.7662289289747714	2	3	False	False	True
chr6	.	.	144403123	144403300	.	+	.	UTRN	t	1.0	-0.7300853401017948	6	7	False	False	True
chr6	.	.	144827611	144827676	.	+	.	UTRN	t	1.0	0.8401042413069789	2	3	False	False	True
chr6	.	.	144820882	144821018	.	+	.	UTRN	s	1.0	-0.862046160817334	2	3	False	False	True
chr6	.	.	144827348	144827386	.	+	.	UTRN	s	1.0	0.5358505812965122	2	3	False	False	True
chr4	.	.	152872452	152872564	.	+	.	ARFIP1	t	0.9557141149894679	-0.2896614465071139	2	3	False	False	True
chr4	.	.	152863606	152863714	.	+	.	ARFIP1	s	0.9711101789274135	-0.30354646954849634	3	4	False	False	True
chr7	.	.	108226208	108226378	.	-	.	NRCAM	s	0.998248823813302	0.4936897823405132	3	4	False	False	True
chr7	.	.	108223725	108223836	.	-	.	NRCAM	t	0.9846946570638798	0.41394752852309263	3	3	True	False	True
chr19	.	.	40614315	40614446	.	+	.	LTBP4	s	0.9980624418177263	0.34051744718642063	3	4	False	False	True
chr19	.	.	40619347	40619493	.	+	.	LTBP4	t	0.9699931638560028	-0.30169381980468707	4	4	True	False	True
chr19	.	.	40616889	40617042	.	+	.	LTBP4	s	0.9956892571449273	-0.3708945993215609	3	3	True	False	True
chr19	.	.	40605035	40605226	.	+	.	LTBP4	t	0.9998227468741945	0.8213822596397095	2	3	False	False	True
chr15	.	.	85091044	85091181	.	+	.	PDE8A	t	0.9999893346899329	0.6137303948145157	2	3	False	False	True
chr10	.	.	110898730	110900526	.	-	.	BBIP1	t	0.9890921453093424	-0.3081622011258627	3	4	False	False	True
chr10	.	.	110901538	110901612	.	-	.	BBIP1	s	0.9892701267517539	-0.30977468404228087	2	3	False	False	True
chr1	.	.	9691467	9691571	.	+	.	PIK3CD	t	0.9999956443453655	0.9045124091457755	6	7	False	False	True
chr1	.	.	183547103	183547252	.	+	.	SMG7	s	0.9987464136981717	-0.40369253878810274	2	3	False	False	True
chr9	.	.	108919253	108919349	.	-	.	ELP1	s	0.999421829440516	0.3507118348624605	2	3	False	False	True
chr9	.	.	108917547	108917670	.	-	.	ELP1	t	0.9999681695514836	0.3775109876122746	3	4	False	False	True
chr19	.	.	44891226	44891314	.	+	.	TOMM40	s	0.9889509925107751	0.3452853808852415	2	2	False	True	False
chr3	.	.	134183002	134183071	.	-	.	RYK	s	0.9861757138878002	-0.30413594363486673	3	4	False	False	True
chr20	.	.	35740806	35740887	.	-	.	RBM39	s	1.0	0.4376063790245482	5	4	True	False	True
chr20	.	.	35738964	35739547	.	-	.	RBM39	t	1.0	0.46649506091989856	6	4	True	True	True
chr8	.	.	30566257	30566360	.	+	.	RBPMS	t	0.9999999999999887	-0.9040277213822406	3	4	False	False	True
chr14	.	.	104714203	104714856	.	+	.	INF2	s	0.99999900126485	-0.46615016049929936	4	4	False	True	True
chr14	.	.	104718795	104722535	.	+	.	INF2	t	0.9998848186737442	0.47906002023425237	3	4	False	False	True
chr1	.	.	213007115	213007198	.	-	.	ANGEL2	s	0.9856259903780241	0.31606114547147396	4	3	True	True	True
chr1	.	.	213005033	213005554	.	-	.	ANGEL2	s	0.9805784283094409	-0.33055835963451274	2	3	False	False	True
chr1	.	.	213013093	213013418	.	-	.	ANGEL2	t	0.9999303587432042	0.41524653327307304	6	3	True	False	True
chr1	.	.	213000326	213000383	.	-	.	ANGEL2	t	0.997638061162772	0.36185462256085693	4	5	False	False	True
chr17	.	.	64045243	64045482	.	-	.	ERN1	s	0.9951365877561229	0.3178259679198495	2	2	True	False	False
chr17	.	.	64044860	64044927	.	-	.	ERN1	s	0.9515825620076784	-0.29444689608814945	1	2	False	False	False
chr15	.	.	22846949	22847046	.	+	.	NIPA2	t	0.9958925420159223	-0.5701783111920616	3	4	False	False	True
chr15	.	.	22838641	22838947	.	+	.	NIPA2	s	0.9902027153531334	0.3090498515885143	8	6	True	False	True
chr15	.	.	22839062	22839174	.	+	.	NIPA2	s	0.9978826777639728	-0.5080235283825923	3	4	False	False	True
chr10	.	.	91959065	91959282	.	+	.	BTAF1	s	0.9508434128435185	0.3228218819171221	2	2	True	False	False
chr17	.	.	7315252	7315360	.	-	.	GPS2	s	0.9884170000637442	-0.35943137405969455	2	2	True	False	False
chr1	.	.	16929846	16930031	.	+	.	CROCC	t	0.9993545025189137	-0.5604564303925703	3	4	False	False	True
chr1	.	.	16953302	16953481	.	+	.	CROCC	s	0.9999012755032756	0.4269743947750774	1	2	False	False	False
chr7	.	.	100884070	100884239	.	+	.	SRRT	t	0.9550221851109697	-0.27491758423401097	2	3	False	False	True
chr22	.	.	50197823	50197995	.	+	.	TRABD	s	1.0	0.42422653641648267	1	2	False	False	False
chr22	.	.	50193027	50193093	.	+	.	TRABD	t	0.993468454086994	-0.31368534402356696	6	5	True	False	True
chr15	.	.	52336463	52336556	.	-	.	MYO5A	t	1.0	0.7949067071687198	2	3	False	False	True
chr15	.	.	52340196	52340394	.	-	.	MYO5A	s	1.0	0.7793165909290666	2	3	False	False	True
chr15	.	.	92991693	92991833	.	+	.	CHD2	t	0.988239827787198	0.44086521393194483	2	3	False	False	True
chr15	.	.	92995753	92995926	.	+	.	CHD2	t	0.9970239954215967	-0.7268273368910338	2	3	False	False	True
chr4	.	.	26429898	26430053	.	+	.	RBPJ	s	0.9958724705480643	-0.36536181252010597	2	3	False	False	True
chr4	.	.	26430419	26430522	.	+	.	RBPJ	t	0.9914749762017946	0.35637591863857804	2	3	False	False	True
chr19	.	.	13105487	13105606	.	-	.	TRMT1	s	0.9993906729579168	-0.3524920357167869	1	2	False	False	False
chr11	.	.	64225139	64225580	.	-	.	TRPT1	s	0.9936755513746005	-0.3404854697840781	3	3	True	False	True
chr9	.	.	65698515	65698561	.	+	.	CBWD5	t	0.9792433019097877	-0.34641753354470106	4	4	True	False	True
chr_	.	.	38298094	38298203	.	strand_	.	CSNK1E	s	0.9999999999999992	0.7187172277824225	1	2	False	False	False
chr_	.	.	38296500	38296686	.	strand_	.	CSNK1E	t	0.9802997443832928	-0.4424511076643391	1	2	False	False	False
chr_	.	.	38295387	38295447	.	strand_	.	CSNK1E	t	0.9999999999996997	-0.5857569160375247	1	2	False	False	False
chr5	.	.	79613935	79614560	.	+	.	TENT2	s	0.999736859594046	0.5391027777070106	2	3	False	False	True
chr1	.	.	26284362	26284557	.	-	.	UBXN11	t	0.9987373527013497	0.4010498718950531	4	3	False	True	True
chr21	.	.	33588321	33588684	.	-	.	DONSON	s	0.9909768375910596	-0.3828981751234649	2	3	False	False	True
chr21	.	.	33582165	33582246	.	-	.	DONSON	t	0.9998659085209736	0.4545774990393729	2	3	False	False	True
chr21	.	.	33581951	33582055	.	-	.	DONSON	t	0.9874689214881692	0.37065728800615977	2	3	False	False	True
chr21	.	.	33584590	33584768	.	-	.	DONSON	s	0.9999886223016377	0.4882352722066936	3	4	False	False	True
chr5	.	.	132937067	132937193	.	-	.	AFF4	t	0.9907273205468445	-0.3191354113267294	2	3	False	False	True
chr5	.	.	132963259	132963655	.	-	.	AFF4	s	0.9908067196671692	0.3282893700147136	3	4	False	False	True
chr1	.	.	12335705	12335827	.	+	.	VPS13D	s	0.9869547054524459	0.3349010676312145	3	3	False	True	True
chr2	.	.	31943302	31943383	.	-	.	MEMO1	t	0.9584994096221349	0.3369556910316367	4	4	True	False	True
chr1	.	.	86385458	86385590	.	-	.	ODF2L	t	0.9927154745111424	-0.34588160045077665	3	4	False	False	True
chr1	.	.	86386915	86387086	.	-	.	ODF2L	s	0.985619220974543	-0.326276707139912	2	3	False	False	True
chr1	.	.	86356444	86356602	.	-	.	ODF2L	s	0.9999995858042519	-0.4654506286140754	3	3	False	True	True
chr1	.	.	86358787	86358891	.	-	.	ODF2L	s	0.9993394276120192	-0.33032965214325327	3	4	False	False	True
chr1	.	.	228249965	228250240	.	+	.	OBSCN	s	0.9964143200394991	-0.3724752984864525	3	4	False	False	True
chr1	.	.	228293353	228293616	.	+	.	OBSCN	t	0.9941098540000307	-0.4823073898834346	2	3	False	False	True
chr1	.	.	228299882	228300145	.	+	.	OBSCN	t	0.9996456057925096	0.4393473856439994	2	3	False	False	True
chr22	.	.	50456492	50456673	.	-	.	SBF1	t	0.9999999217278958	0.41630815131825616	2	3	False	False	True
chr22	.	.	50459255	50459410	.	-	.	SBF1	s	0.9997218221281375	-0.358223964873742	2	3	False	False	True
chr13	.	.	72780846	72781003	.	-	.	DIS3	t	0.9996048785245542	0.3671904331623604	2	3	False	False	True
chr13	.	.	72781289	72781356	.	-	.	DIS3	s	0.973637987218272	0.35117065235397454	2	3	False	False	True
chr13	.	.	72781605	72781900	.	-	.	DIS3	s	0.9572948157812362	0.3019309164765188	3	4	False	False	True
chr2	.	.	74372928	74372948	.	-	.	DCTN1	t	0.9999304225665087	0.6129722820018577	3	4	False	False	True
chr6	.	.	166419882	166420122	.	-	.	RPS6KA2	s	0.9999999999999271	0.6779806743335075	1	2	False	False	False
